"","user","X1.x","category","task","use_plugin","cc","mi","lloc","halstead_difficulty","halstead_effort","X1.y","occupation","programming_experience","python_experience","task1","task2","task3","task4","task5","task6","task7","ide","other_tools","uses_plugin","task_experience","task_experience_between","task_experience_within","task_experience_btw","task_experience_wi"
"65","4d52cf690a039273baca11d5bf55f0a7",64,"task1","task1-1",1,4,79.408158579859,20,0.5,2.37744375108173,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",TRUE,5,4,1,4,1
"66","4d52cf690a039273baca11d5bf55f0a7",65,"task1","task1-2",0,1,100,3,0.5,2.37744375108173,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",FALSE,5,4,1,4,1
"67","4d52cf690a039273baca11d5bf55f0a7",66,"task2","task2-1",0,2,93.6266567711644,10,0.5,1,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",FALSE,4,4,0,4,0
"68","4d52cf690a039273baca11d5bf55f0a7",67,"task2","task2-2",1,4,77.2598447511989,23,0.5,2.37744375108173,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",TRUE,4,4,0,4,0
"69","4d52cf690a039273baca11d5bf55f0a7",68,"task3","task3-1",1,3,71.3461922726358,35,0.5,2.37744375108173,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",TRUE,4,4,0,4,0
"70","4d52cf690a039273baca11d5bf55f0a7",69,"task3","task3-2",0,5,79.6139872446148,26,0.5,2.37744375108173,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",FALSE,4,4,0,4,0
"71","4d52cf690a039273baca11d5bf55f0a7",70,"task5","task5-1",0,5,66.6511897707274,28,1.5,75.2842125151443,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",FALSE,3,4,-1,4,-1
"72","4d52cf690a039273baca11d5bf55f0a7",71,"task5","task5-2",1,17,42.6722086588477,93,4,1661.9541138581,24,"Software Engineer",3,4,5,4,4,2,3,3,3,"Vim, Jupyter Notebook","black, flake8, pylint, mypy, vim-surround, vim-unimpaired",TRUE,3,4,-1,4,-1
"73","638965bbb0d66a5b0eae27d1324bbf89",72,"task1","task1-1",0,6,81.4049496836252,17,1,27,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",FALSE,5,3.75,1.25,3.75,1.25
"74","638965bbb0d66a5b0eae27d1324bbf89",73,"task1","task1-2",1,1,81.99083716851,4,0.5,2.37744375108173,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",TRUE,5,3.75,1.25,3.75,1.25
"75","638965bbb0d66a5b0eae27d1324bbf89",74,"task2","task2-1",1,2,72.5751466183647,8,1,11.6096404744368,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",TRUE,4,3.75,0.25,3.75,0.25
"76","638965bbb0d66a5b0eae27d1324bbf89",75,"task2","task2-2",0,5,100,15,0,0,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",FALSE,4,3.75,0.25,3.75,0.25
"77","638965bbb0d66a5b0eae27d1324bbf89",76,"task3","task3-1",0,8,81.8440073924475,26,0.5,1,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",FALSE,2,3.75,-1.75,3.75,-1.75
"78","638965bbb0d66a5b0eae27d1324bbf89",77,"task3","task3-2",1,7,77.4412971870153,24,0.5,19.0195500086539,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",TRUE,2,3.75,-1.75,3.75,-1.75
"79","638965bbb0d66a5b0eae27d1324bbf89",78,"task5","task5-1",0,4,77.6064996275579,31,1.5,54.8118135656415,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",FALSE,4,3.75,0.25,3.75,0.25
"80","638965bbb0d66a5b0eae27d1324bbf89",79,"task5","task5-2",1,9,53.0194145875943,58,1.6530612244898,763.277244708647,25,"Student (computer science)",3,3,5,4,2,1,4,2,2,"PyCharm, Atom","No",TRUE,4,3.75,0.25,3.75,0.25
"81","cbfad61871126c1cc4c85d8bdb7fdddf",80,"task1","task1-1",1,6,86.1539642137033,15,1,11.6096404744368,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",TRUE,4,3.75,0.25,3.75,0.25
"82","cbfad61871126c1cc4c85d8bdb7fdddf",81,"task1","task1-2",0,1,88.5574946685516,2,0.5,2.37744375108173,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",FALSE,4,3.75,0.25,3.75,0.25
"83","cbfad61871126c1cc4c85d8bdb7fdddf",82,"task2","task2-1",1,3,69.4237136101073,11,1,11.6096404744368,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",TRUE,4,3.75,0.25,3.75,0.25
"84","cbfad61871126c1cc4c85d8bdb7fdddf",83,"task2","task2-2",0,6,61.8603888321264,16,2,76.1074956100205,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",FALSE,4,3.75,0.25,3.75,0.25
"85","cbfad61871126c1cc4c85d8bdb7fdddf",84,"task3","task3-1",1,10,61.8353593939619,32,1.5,193.985275410722,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",TRUE,3,3.75,-0.75,3.75,-0.75
"86","cbfad61871126c1cc4c85d8bdb7fdddf",85,"task3","task3-2",0,9,50.3930498149413,34,2.94117647058824,406.59523581693,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",FALSE,3,3.75,-0.75,3.75,-0.75
"87","cbfad61871126c1cc4c85d8bdb7fdddf",86,"task4","task4-1",0,7,55.5203586377003,26,1.2,77.435190015577,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",FALSE,4,3.75,0.25,3.75,0.25
"88","cbfad61871126c1cc4c85d8bdb7fdddf",87,"task4","task4-2",1,9,51.2393846679748,38,2.88888888888889,213.803183714819,30,"IT manager, F&B industry",3,3,4,4,3,4,3,3,3,"PyCharm","Don't use plugins",TRUE,4,3.75,0.25,3.75,0.25
"97","2e3e8fa9d9f7b9fed260130d754b6308",96,"task1","task1-1",1,5,78.2336343601484,17,1,15.5097750043269,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",TRUE,5,4,1,4,1
"98","2e3e8fa9d9f7b9fed260130d754b6308",97,"task1","task1-2",0,3,78.4226436001715,13,1.8,119.894246867771,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",FALSE,5,4,1,4,1
"99","2e3e8fa9d9f7b9fed260130d754b6308",98,"task2","task2-1",1,3,83.7351204664825,13,1,11.6096404744368,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",TRUE,4,4,0,4,0
"100","2e3e8fa9d9f7b9fed260130d754b6308",99,"task2","task2-2",0,3,80.7774358268685,12,1.42857142857143,67.926964316621,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",FALSE,4,4,0,4,0
"101","2e3e8fa9d9f7b9fed260130d754b6308",100,"task6","task6-1",0,1,80.7814935383173,15,1,15.5097750043269,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",FALSE,3,4,-1,4,-1
"102","2e3e8fa9d9f7b9fed260130d754b6308",101,"task6","task6-2",1,2,80.1631009009574,19,0.5,2.37744375108173,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",TRUE,3,4,-1,4,-1
"103","2e3e8fa9d9f7b9fed260130d754b6308",102,"task7","task7-1",0,1,100,11,0,0,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",FALSE,4,4,0,4,0
"104","2e3e8fa9d9f7b9fed260130d754b6308",103,"task7","task7-2",1,2,75.6530997976144,21,0.5,6.96578428466209,28,"Student (computer science)",3,4,5,4,2,2,2,3,4,"Jupyter Notebook","I don't use any assistive tools",TRUE,4,4,0,4,0
"105","eb8c0b297db7d9e210c3b804373339a2",104,"task1","task1-1",1,5,90.1185253581517,17,0.5,6.96578428466209,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",TRUE,4,4,0,4,0
"106","eb8c0b297db7d9e210c3b804373339a2",105,"task1","task1-2",0,1,100,3,0,0,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",FALSE,4,4,0,4,0
"107","eb8c0b297db7d9e210c3b804373339a2",106,"task2","task2-1",1,2,91.739483484947,14,1,11.6096404744368,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",TRUE,4,4,0,4,0
"108","eb8c0b297db7d9e210c3b804373339a2",107,"task2","task2-2",0,3,87.939420952334,14,0.75,42.7939875194712,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",FALSE,4,4,0,4,0
"109","eb8c0b297db7d9e210c3b804373339a2",108,"task6","task6-1",0,2,75.3437231188192,39,4.8,1930.16304024923,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",FALSE,4,4,0,4,0
"110","eb8c0b297db7d9e210c3b804373339a2",109,"task6","task6-2",1,2,87.3547108376201,18,1,53.7744375108174,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",TRUE,4,4,0,4,0
"111","eb8c0b297db7d9e210c3b804373339a2",110,"task7","task7-1",0,1,100,14,0,0,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",FALSE,4,4,0,4,0
"112","eb8c0b297db7d9e210c3b804373339a2",111,"task7","task7-2",1,4,65.4287995175359,93,1.53846153846154,497.75237748727,20,"Software Engineer",4,4,4,4,3,3,2,4,4,"PyCharm, Jupyter Notebook, Visual Studio","No",TRUE,4,4,0,4,0
"113","42387deceb25d7486993e2a2d58e14ea",112,"task1","task1-1",1,5,82.7978903339216,16,0.5,2.37744375108173,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",TRUE,4,3.75,0.25,3.75,0.25
"114","42387deceb25d7486993e2a2d58e14ea",113,"task1","task1-2",0,1,100,5,0.5,2.37744375108173,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",FALSE,4,3.75,0.25,3.75,0.25
"115","42387deceb25d7486993e2a2d58e14ea",114,"task2","task2-1",1,2,93.2630626069738,8,1,8,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",TRUE,4,3.75,0.25,3.75,0.25
"116","42387deceb25d7486993e2a2d58e14ea",115,"task2","task2-2",0,8,70.9279047566115,24,3,77.5488750216347,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",FALSE,4,3.75,0.25,3.75,0.25
"117","42387deceb25d7486993e2a2d58e14ea",116,"task3","task3-1",1,4,86.8017828417106,24,0.5,1,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",TRUE,3,3.75,-0.75,3.75,-0.75
"118","42387deceb25d7486993e2a2d58e14ea",117,"task3","task3-2",0,10,76.6584194072037,37,2.57142857142857,124.539538270943,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",FALSE,3,3.75,-0.75,3.75,-0.75
"119","42387deceb25d7486993e2a2d58e14ea",118,"task7","task7-1",1,1,100,19,0,0,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",TRUE,4,3.75,0.25,3.75,0.25
"120","42387deceb25d7486993e2a2d58e14ea",119,"task7","task7-2",0,4,65.6783150655736,35,1.90909090909091,152.640320057037,45,"Student (computer science)",4,4,4,4,3,3,3,3,4,"VS Code","Pylint",FALSE,4,3.75,0.25,3.75,0.25
"121","203a872af9b348b6ae1c59fbacd59e72",120,"task1","task1-1",1,5,81.828924801888,17,0.5,2.37744375108173,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",TRUE,5,4.5,0.5,4.5,0.5
"122","203a872af9b348b6ae1c59fbacd59e72",121,"task1","task1-2",0,1,81.99083716851,4,0.5,2.37744375108173,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",FALSE,5,4.5,0.5,4.5,0.5
"123","203a872af9b348b6ae1c59fbacd59e72",122,"task2","task2-1",1,2,69.5582165340839,11,1,11.6096404744368,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",TRUE,5,4.5,0.5,4.5,0.5
"124","203a872af9b348b6ae1c59fbacd59e72",123,"task2","task2-2",0,6,83.7577801437006,11,1.2,30.3194331582221,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",FALSE,5,4.5,0.5,4.5,0.5
"125","203a872af9b348b6ae1c59fbacd59e72",124,"task3","task3-1",1,3,54.5027819848443,22,1.63636363636364,296.362458656532,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",TRUE,4,4.5,-0.5,4.5,-0.5
"126","203a872af9b348b6ae1c59fbacd59e72",125,"task3","task3-2",0,11,48.831052866548,37,2,325.031489285628,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",FALSE,4,4.5,-0.5,4.5,-0.5
"127","203a872af9b348b6ae1c59fbacd59e72",126,"task4","task4-1",1,6,63.2279198707744,27,0.5,2.37744375108173,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",TRUE,4,4.5,-0.5,4.5,-0.5
